228:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
229:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
231:123126,122598,121331,120972,119173,118493,118400,116663,116396,116341
232:123227,120622,118389,113712,111953,109145,108129,107989,107510,107429
238:113462,105348,87564,87515,80399,77219,63472,52409,45271,37410
241:114299,85678,59661,28213,15087,120561,111281,101900,99881,73563
245:122210,122095,119085,114452,111619,105746,105198,104546,102045,100933
249:107577,76361,111848,99384,86611,25637,121258,116027,102347,98357
250:121331,119173,118400,116663,116340,114781,114299,113827,113320,112525
253:119573,118343,113704,109118,103071,72069,63239,59849,27997,26798
257:114299,85678,59661,28213,15087,121331,119173,118400,116663,116340
272:120025,117927,115756,114687,110920,104960,20028,4033,32566,123220
273:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
288:114299,85678,59661,28213,15087,121331,119173,118400,116663,116340
290:121331,119173,118400,118038,116663,116653,116340,114781,113827,113320
291:122104,121725,105014,99776,97158,90999,89089,79463,61365,60932
292:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
294:114299,85678,59661,28213,15087,121331,119173,118400,116663,116340
328:123338,123327,123326,123322,123320,123315,123310,123305,123304,123268
331:115689,109801,107530,93414,85400,74005,69574,65325,57374,50775
345:120518,92129,80736,1754,77581,100590,83173,45975,28511,11401
361:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
376:123320,122920,110621,105267,104161,103607,79032,66652,23660,5333
384:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
401:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
402:122920,105267,104161,79032,23660,114299,85678,59661,28213,15087
410:113462,105348,80399,63472,45271,118525,110552,107461,99502,97487
448:110038,56948,17532,12807,75007,113462,105348,80399,63472,45271
449:118038,116653,109853,109039,91447,77924,74930,71109,55681,51950
450:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
452:110038,92454,91404,87902,61594,56948,34941,17532,16207,12807
476:122597,118188,115662,104001,102895,98737,97205,82741,76621,73187
488:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
490:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
494:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
500:123340,123320,123257,123220,123174,123126,123124,123091,123065,122920
514:15007,114299,85678,59661,28213,15087,121331,120561,119173,118400
525:107577,114299,113462,105348,96830,85678,82108,80399,63472,59661
535:104028,85669,114299,85678,59661,28213,15087,23929,5680,87155
536:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
538:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
539:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
564:114299,85678,59661,28213,15087,121331,119173,118400,116663,116340
582:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
585:120561,115458,114617,111281,109495,103226,102670,101900,99881,99666
590:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
601:121660,121234,118676,105155,94414,90819,90054,75023,69110,67228
618:96830,92095,82108,73085,62931,50582,48577,42751,29360,29028
624:110844,110250,81258,78781,67480,1944,84447,123321,123295,123262
627:114599,77531,109677,58992,19731,88610,86004,63930,56706,43169
628:121692,120592,119997,118810,117786,117046,116671,115048,113616,108616
632:117844,114574,106148,103708,96043,95749,86544,80258,79535,77054
633:114299,85678,67315,59661,28213,15087,115070,106323,104028,102184
634:123260,122961,119689,118864,116835,116551,113462,112615,111781,110010
646:101945,83724,83231,79374,74629,3761,73583,81589,108047,60298
666:121936,120761,120733,117560,113211,108725,106977,106098,104714,104189
667:123126,122598,120972,118493,116396,116341,114373,113462,105348,101870
669:77343,52194,17705,123315,123056,122708,122516,122354,121636,119218
678:114299,85678,59661,28213,15087,122984,114806,113462,110835,105348
680:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
681:113462,105348,80399,63472,45271,87564,87515,77219,52409,37410
682:118525,110552,107461,99502,97487,80157,59307,52216,46918,39764
683:122777,118072,116723,112536,112287,104893,101630,98966,98188,97127
684:119675,87528,86509,62346,59404,58444,53182,9935,69720,15007
715:101827,72609,71307,50190,7224,6394,59850,21966,90042,38288
716:121331,119173,118417,118400,116663,116340,114781,113827,113320,112525
741:15007,120393,105597,86896,55392,22841,3592,118525,110552,107461
750:114299,85678,59661,28213,15087,121331,119173,118400,116663,116340
754:114299,85678,59661,28213,15087,120561,111281,104028,101900,99881
756:114299,85678,59661,28213,15087,120561,111281,103513,101900,99920
757:122666,119079,111793,109012,108804,108557,84478,73926,73104,69672
758:79423,111363,70858,46128,94123,37677,28443,118038,116653,114299
763:114299,85678,59661,28213,15087,121331,119173,118400,116663,116340
773:118548,109748,105424,105379,98026,94226,93432,92490,90492,80604
774:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
775:121331,119173,118400,116663,116340,114781,114299,113827,113320,112525
782:121692,120592,119997,118810,117786,117046,116671,115048,113616,108616
784:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
793:123156,117367,92837,90873,46170,25590,94418,67636,61515,109031
803:123225,121534,118446,114878,112593,108542,105646,103110,102183,100499
813:120561,111281,101900,99881,73563,66388,60433,58138,55346,46825
815:76774,114299,85678,59661,28213,15087,118038,116653,109853,109039
817:121967,121339,120317,119303,117138,114844,110661,97569,90521,86842
818:118525,110552,107461,99502,97487,80157,59307,52216,46918,39764
823:123260,122961,119689,118864,116835,111781,110010,109111,108624,99396
825:120561,111281,101900,99881,73563,66388,60433,58138,55346,46825
833:121331,119173,118400,116663,116340,114781,114299,113827,113320,112525
835:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
838:118861,118285,112482,112275,107315,102666,102319,101071,91168,89943
844:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
850:122791,120137,109736,106293,105732,104545,96928,95957,92921,82712
856:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
857:121331,119173,118400,116663,116340,114781,113827,113320,112525,110038
874:121258,116027,102347,98357,93200,88244,87636,78398,75509,75086
891:123244,123220,123213,123207,123170,123159,123100,123026,122925,122868
899:118038,116653,109853,109039,91447,77924,74930,71109,55681,51950
900:31369,94192,44660,25978,25499,121947,121905,121392,120157,116822
911:26220,118718,114299,99720,85678,83664,79033,59661,58056,28213
918:123260,122961,121692,120592,119997,119689,118864,118810,117786,117046
925:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
926:114299,85678,59661,28213,15087,67315,120561,111281,101900,99881
937:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
949:17,302,654,76,616,58,8,866,84,29
964:122251,112774,109992,106286,104809,101664,97819,84404,30566,116595
970:83571,109045,100326,69046,60987,59816,123264,121585,116694,111450
977:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
981:113462,105348,80399,63472,45271,107400,87680,87564,87515,77219
982:122761,122056,121835,121688,121633,120893,120697,120662,120548,120114
984:114299,85678,59661,28213,15087,110038,56948,17532,12807,121258
992:113462,105348,80399,63472,45271,123260,122961,119689,118864,116835
993:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
998:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
1000:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
1007:122920,121331,119173,118400,116663,116340,114781,114299,113827,113320
1027:15007,118525,110552,107461,99502,97487,80157,59307,52216,46918
1028:115458,114617,109495,104028,103226,102670,99666,96525,95380,92789
1044:119303,117138,97569,67506,67315,27799,23233,122799,121331,119173
1045:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
1049:121236,88433,81916,15579,58458,123260,122961,121026,120929,119689
1068:66333,122889,122517,122488,122469,121985,121973,121903,121554,121470
1069:114299,85678,59661,28213,15087,71092,68065,51909,87155,112499
1070:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
1082:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
1083:62335,45686,87395,75042,13829,3888,71491,4757,53428,16272
1088:121692,120592,119997,118810,117786,117046,116671,115048,113616,108616
1094:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
1116:107577,113462,105348,80399,63472,45271,37118,75007,119478,118258
1121:6715,99297,121205,117421,116736,114377,110804,109692,108648,104179
1125:121331,119173,118400,116663,116340,114781,113827,113462,113320,112525
1127:122771,106245,105545,102995,102914,101720,89109,68249,63590,57539
1132:113462,105348,80399,63472,45271,108774,121331,119173,118400,116663
1133:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
1140:114299,85678,59661,28213,15087,104028,85669,121331,119173,118400
1141:121392,111111,84058,53382,118075,111348,101131,26169,9570,48592
1148:89979,72343,112249,58000,26263,3245,99417,99113,122469,121192
1153:121331,120561,119173,118400,116663,116437,116340,114781,113827,113320
1163:17,302,654,76,616,58,8,866,84,29
1166:112229,112044,96047,79204,76063,67027,66686,41229,31020,15875
1172:113462,105348,80399,63472,45271,110038,56948,17532,12807,81160
1192:114299,85678,59661,28213,15087,104028,85669,121331,119173,118400
1204:120871,118872,118729,115395,114965,107577,106693,106283,104744,104378
1208:97943,94566,79869,55719,52535,68739,122920,122310,121992,121561
1209:121688,115469,112435,109971,100689,100064,97772,93917,89594,81158
1234:15007,118525,110552,107461,99502,97487,80157,59307,52216,46918
1236:117844,114574,106148,103708,100873,96043,95749,94566,89469,86544
1245:107597,100769,87624,85754,50222,31317,26351,16908,114299,112249
1263:114299,85678,59661,28213,15087,110038,56948,17532,12807,122920
1267:114483,41831,69014,13293,46721,52283,32659,121505,114299,100101
1269:40555,123071,121719,119772,117506,115068,114309,113231,112722,105147
1288:122173,114791,109663,94291,73561,35152,34083,67016,112135,93519
1295:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
1296:115458,114617,109495,103226,102670,99666,96525,95380,92789,89474
1302:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
1305:114299,85678,67315,59661,28213,15087,87155,122920,121331,119173
1342:122282,121602,115742,109045,100326,85138,83938,74278,69046,59816
1382:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
1389:121404,120740,111950,109872,109043,99887,99420,95032,94835,85140
1391:121315,116965,104871,104696,97434,95998,93283,89015,88111,86377
1397:118588,109976,108007,98886,87897,30184,27338,123260,122963,122961
1402:114299,85678,59661,28213,15087,121331,119173,118400,116663,116340
1405:96890,24722,92558,4697
1407:123131,122985,122984,122387,122002,121692,121331,120592,119997,119173
1408:85739,72631,70916,68176,56669,122771,122106,122034,121873,120723
1409:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
1412:122799,122182,121699,120371,118053,117910,109986,109798,106865,106400
1413:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
1418:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
1419:113462,105348,85005,80399,63472,45271,40555,116356,82915,82511
1420:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
1427:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
1430:86495,85708,79080,63341,49420,35820,17443,24893,116410,116058
1431:114299,85678,59661,28213,15087,103607,5333,104028,85669,122799
1435:57569,121331,119173,118400,116663,116340,114781,113827,113320,112525
1437:105339,98585,63922,55661,47644,37524,120561,118716,118672,117559
1441:120898,120579,120173,119990,119869,116526,115896,113898,113686,111293
1447:122338,120446,119825,117339,114131,92714,69177,38570,35893,101442
1448:122809,118605,100488,97544,92900,88402,77410,68952,52122,47109
1457:111848,99384,86611,25637,120561,116437,115458,114617,111281,109495
1458:123185,122558,120107,112228,96976,95671,80717,71472,59359,48917
1469:121331,119173,118400,116663,116340,114781,114299,113827,113320,112525
1477:123260,122961,119689,118864,116835,111781,110010,109111,108624,99396
1486:119735,117885,112366,109276,106120,102321,100396,96866,91530,82319
1490:110583,105409,104854,90365,84526,70683,59697,59470,58746,50444
1491:122920,121331,119173,118400,116663,116340,114965,114781,114299,113827
1500:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
1503:121331,119173,118400,116663,116340,114781,114299,113827,113320,112525
1517:123071,121719,119772,117506,115068,114309,113231,112722,111233,105147
1518:109045,100326,69046,59816,122282,121602,115742,85138,83938,74278
1535:114299,85678,59661,28213,15087,109748,105424,98026,94226,80604
1551:114299,85678,59661,28213,15087,121331,119173,118400,116663,116340
1552:119876,119462,77861,32929,28732,13790,15294,10906,19245,119699
1553:84526,59697,59470,58746,50444,46051,41755,40438,18780,16198
1559:114299,85678,59661,28213,15087,115458,114617,109495,103226,102670
1560:113462,105348,80399,63472,45271,121258,116027,102347,98357,93200
1561:113462,105348,80399,63472,45271,121331,119173,118400,116663,116340
1562:114299,85678,59661,28213,15087,121331,119173,118400,116663,116340
1569:105339,98585,63922,61052,55661,47644,37524,118672,111423,99194
1570:119057,117288,114759,110980,107597,100769,93742,92344,89164,87624
1588:97112,91208,80185,46420,50311,122263,120969,117847,116253,115421
1589:114299,85678,76774,59661,28213,15087,110038,56948,17532,12807
1591:69776,62108
1601:122510,74087,61040,5148,121331,120561,119173,118400,116663,116340
1602:113462,105348,80399,63472,45271,107577,90894,90173,51907,37118
1629:121258,116027,113462,105348,102347,98357,93200,88244,87636,80399
1634:122260,121921,121578,121295,120460,119552,119478,119249,118549,118349
1642:121331,119173,118400,116663,116340,114781,113827,113320,112525,110038
1653:114299,85678,59661,28213,15087,71092,68065,51909,87155,118038
1654:114299,85678,59661,28213,15087,120561,111281,101900,99881,73563
1655:121331,119173,118400,116663,116340,114781,114299,113827,113320,112525
1668:120561,114299,111281,101900,99881,85678,73563,66388,60433,59661
1681:84526,59697,59470,58746,50444,46051,41755,40438,18780,16198
1703:76774,85739,72631,70916,68176,56669,123144,119158,118305,117340
1721:119968,107085,105076,100126,90779,83702,82621,81063,73545,62855
1727:86183,72475,44516,66593,21877,58230,68712,114965,114299,102099
1728:120639,117003,109792,108379,106412,104211,102383,93979,85071,83459
1745:113462,105348,103607,80399,76774,63472,45271,5333,123185,122558
1746:114299,85678,59661,28213,15087,116437,109748,105424,104028,98026
1751:123343,114843,100566,77962,77171,72313,93341,13257,6085,83506
1756:121551,102226,100112,77980,47992,27866,14383,32940,120737,110202
1758:114299,85678,59661,28213,15087,122799,117991,113462,108186,106385
1761:119401,103292,70173,66480,94836,45169,30210,25716,42190,101433
1767:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
1779:103533,93631,93097,86913,37843,1674,67185,65741,56748,17395
1780:122371,120791,120196,119320,118834,104391,103235,91791,88524,85003
1783:121196,115323,113088,89036,75746,75277,73060,65035,61271,58377
1787:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
1788:96830,82108,48577,29028,7570,123260,122961,119689,118864,116835
1794:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
1796:104028,85669,114299,85678,59661,28213,15087,122799,121331,119173
1803:120639,117003,109792,108379,106412,104211,102383,93979,85071,83459
1820:123071,121719,119772,119573,118343,118116,117506,115920,115907,115068
1821:121692,120592,119997,118810,117786,117046,116671,115048,113616,108616
1822:114299,85678,59661,28213,15087,120561,111281,101900,99881,73563
1823:114299,85678,59661,28213,15087,110038,67315,56948,17532,12807
1840:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
1841:15007,118525,110552,107461,99502,97487,80157,59307,52216,46918
1842:114299,85678,59661,28213,15087,123134,122984,121713,121331,119173
1850:110501,104608,101309,87706,76259,54202,54048,44448,16603,120561
1853:122338,120446,119825,117339,114131,92714,69177,38570,35893,25442
1854:120561,111281,101900,99881,73563,66388,60433,58138,55346,46825
1862:20028,121331,119173,118400,116663,116340,114781,113827,113320,112525
1880:120662,120548,119554,116938,116698,114391,111769,108602,107207,105199
1883:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
1890:118784,117002,104165,102188,93330,86449,82040,81401,80818,76777
1891:122957,122503,121657,120721,120639,120561,119690,119478,118768,118246
1893:120561,111281,101900,99881,73563,66388,60433,58138,55346,46825
1894:113462,105348,80399,63472,45271,121331,119173,118400,116663,116340
1911:53100,29727,109978,106596,92332,91907,87848,45897,22665,5466
1912:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
1913:88840,73833,59186,44682,4746,104522,102208,29892,46734,123134
1930:120040,101857,95895,86628,75176,71607,70209,61901,60774,59895
1932:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
1950:114299,85678,59661,28213,15087,121331,119173,118400,116663,116340
1951:123287,122274,120942,120803,119463,119447,118663,118293,117633,117484
1952:122920,105267,104161,79032,23660,88743,121331,119173,118400,116663
2005:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
2017:123006,101380,107733,58208,44039,11246,47586,23213,13894
2025:123126,122598,122356,122248,122089,121814,121516,120972,120620,120598
2030:118038,116653,109853,109039,91447,77924,74930,71109,55681,51950
2034:119487,116326,106783,88494,88128,84200,75592,75097,57937,55973
2038:114299,107577,106150,88527,85678,69894,65069,63182,59661,46978
2046:111815,93654,91537,61664,40137,38488,122004,116890,108395,100482
2058:121818,88234,48197,17944,12597,43327,121555,116683,107696,106372
2068:111848,99384,86611,25637,121258,116027,102347,98357,93200,88244
2070:121551,102226,100112,77980,47992,27866,14383,32940,120737,110202
2071:116551,112615,107914,106458,91369,86843,77288,61723,61328,47434
2072:114299,85678,59661,28213,15087,107577,122571,121331,119173,118400
2074:121904,121037,120213,119389,118654,116387,116141,114345,112913,112504
2075:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
2076:17,302,654,76,616,58,8,866,84,29
2077:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
2080:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
2085:121725,79463,9755,8054,114299,85678,59661,28213,15087,120561
2097:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
2112:108706,98972,74050,61851,57733,57599,44430,37079,21341,17329
2115:113462,105348,80399,63472,45271,122338,120446,119825,117339,114131
2116:121331,119173,118400,116663,116340,114781,114299,113827,113320,112525
2123:97943,52535,114299,85678,59661,28213,20028,15087,14846,71092
2135:122106,121873,120723,114292,111149,110192,107626,104907,104583,104322
2141:121828,121429,120622,119876,119462,116223,116124,114839,114792,113258
2147:120442,115288,109506,105752,99568,94418,94110,89493,87536,67636
2154:118525,110552,107461,99502,97487,80157,59307,52216,46918,39764
2160:104028,85669,114299,85678,59661,28213,15087,122045,121331,119173
2162:109940,83245,58298,7118,120361,118525,115341,114493,114308,111520
2170:114299,85678,59661,28213,15087,121331,119173,118400,116663,116340
2177:122659,121688,121459,120258,118683,118349,117791,116526,116420,115469
2184:78689,57056,14965,114299,85678,59661,28213,15087,120561,111281
2185:119427,118127,115458,114965,114617,113072,112839,111745,109495,108521
2187:17,302,654,76,616,58,8,866,84,29
2211:101523,82813,62500,44173,123260,122961,120040,119689,118864,116835
2223:91246,83981,77343,52194,28326,17705,67829,20899,123340,123339
2243:123185,122558,120107,112228,96976,95671,80717,71472,59359,48917
2244:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
2247:94038,86492,68289,34268,34047,121331,119173,118400,116663,116340
2250:122116,99751,82522,71709,45121,18170,17035,47112,36528,49715
2253:105339,98585,63922,55661,47644,37524,77054,72004,68879,49586
2260:17,302,654,76,616,58,8,866,84,29
2261:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
2262:17,302,654,76,616,58,8,866,84,29
2290:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
2291:114299,85678,59661,28213,15087,122920,105267,104161,104028,94566
2293:109045,100326,69046,59816,123185,122558,121331,120107,119173,118400
2301:121937,120922,117992,111374,110025,109572,108161,104127,103684,103626
2302:115530,112229,112044,103752,98258,96047,89957,86638,79204,76063
2304:118525,110552,107461,99502,97487,80157,59307,52216,46918,39764
2318:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
2325:117892,105870,105149,93680,87118,63838,36100,121692,121551,120592
2335:114299,112249,85678,59661,58000,28213,26263,15087,3245,115458
2343:106917,73935,61599,21567,13519,122014,110127,94208,88682,86607
2346:123339,123319,123260,123220,123219,123185,123156,123151,123079,123049
2347:122349,120971,120912,119163,118261,117180,115935,115352,114853,114024
2348:114299,85678,59661,28213,15087,94566,79869,115458,114617,109495
2362:17,302,654,76,616,58,8,866,84,29
2363:114299,104028,85678,85669,59661,28213,15087,121331,119173,118400
2364:122920,105267,104161,104028,85669,79032,23660,122045,121505,121331
2369:121947,121905,120157,116822,115229,113806,111003,104580,103116,102305
2373:121331,120737,120360,119173,118400,117983,116944,116663,116551,116437
2381:114299,85678,59661,28213,15087,121331,119173,118400,116663,116340
2382:117892,105870,105149,104522,93680,87118,63838,36100,29892,123185
2384:122679,116448,116230,108996,108769,107207,104952,104154,104113,103671
2385:115458,114617,109495,103226,102670,99666,96525,95380,92789,89474
2392:17,302,654,76,616,58,8,866,84,29
2393:113462,105348,80399,63472,45271,123260,122961,121692,120592,119997
2394:120561,114299,111281,101900,99881,85678,73563,67315,66388,60433
2395:104028,85669,122920,114299,105267,104161,85678,79032,59661,28213
2399:123260,122961,119689,118864,116835,111781,110010,109111,108624,99396
2405:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
2407:121692,121331,121253,120873,120592,119997,119173,118810,118400,117786
2408:123338,123327,123326,123322,123320,123315,123310,123305,123304,123268
2419:110611,83399,71231,45042,36009,44167,123315,123218,122695,122341
2429:122888,122791,122771,122761,122450,122036,121898,120793,120697,120582
2447:122025,121967,121339,121216,120317,114844,110661,90521,86842,83820
2452:95533,20575,25216,12832,77590,24481,2282,35268,30791,27927
2453:123316,110105,68631,50818,29657,2283,71417,23740,50572,4535
2454:113462,105348,80399,63472,45271,90894,90173,51907,57988,39372
2456:114885,108706,98972,94382,74050,61851,57733,57599,44430,37079
2461:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
2464:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
2465:7768,122469,121192,120766,119558,119535,118221,116169,114698,111387
2469:113462,105348,80399,63472,45271,121331,121258,119173,118400,116663
2489:122152,122031,120361,119677,118525,118461,117992,117258,115341,114493
2491:2319
2499:123131,122985,122002,116721,114921,112606,112094,105663,105198,104584
2500:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
2501:123260,123225,123200,123185,123124,123100,123049,122961,122920,122777
2505:114299,85678,59661,28213,15087,121331,119173,118400,116663,116340
2510:119926,64153,21547,20513,23902,13723,3650,40898,30139,122708
2515:122248,122089,121814,120620,120598,120502,119510,119129,118897,118386
2518:116853,109498,103364,95738,92440,91586,82253,77022,76202,71652
2520:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
2521:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
2524:123320,122950,122920,122789,122556,122458,122336,122316,122052,121990
2536:104028,85669,114299,85678,59661,28213,15087,121331,119173,118400
2541:114299,85678,59661,28213,15087,113462,105348,80399,63472,45271
2547:122920,105267,104161,79032,23660,119427,118127,115689,113462,113072
2553:115192,81086,72940,10161,113723,111833,77821,68466,109123,92887
2558:118525,110552,107461,99502,97487,80157,59307,52216,46918,39764
2560:114299,85678,59661,28213,15087,121331,119173,118400,116663,116340
2563:120561,111281,101900,99881,73563,66388,60433,58138,55346,46825
2573:113462,105348,80399,63472,45271,121331,119173,118400,116663,116340
2591:122920,116244,107056,105267,104161,79032,23660,14302,122984,121331
2596:122290,96592,94111,85890,76744,57058,54345,26412,19454,12372
2597:123339,123327,123260,123176,123124,123047,123020,123017,123007,122977
2601:114599,77531,63930,13374,6121,41261,27412,19259,110991,43169
2604:123260,122961,119689,118864,116835,111781,110010,109111,108624,99396
2611:112249,58000,26263,3245,121331,121258,119173,118400,116663,116340
2612:120561,111281,101900,99881,73563,66388,60433,58138,55346,46825
2615:120561,111281,104028,101900,99881,85669,73563,66388,60433,58138
2625:111848,99384,86611,25637,119081,117041,112994,107482,107207,107194
2626:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
2634:104558,100287,86978,85881,83929,71850,61090,58778,77334,25082
2636:99450,83405,2978,123320,118716,117992,117559,114867,109748,109572
2639:115669,89595,72710,50744,114316,110821,49817,37505,21196,15503
2650:121784,115556,115359,114727,112465,110812,104210,103940,101730,97607
2661:115785,96152,94661,93018,84007,83649,80081,69252,51759,33790
2663:122761,122568,121331,120712,120697,119781,119748,119535,119243,119173
2666:114299,85678,59661,28213,15087,122920,105267,104161,79032,23660
2676:43370,40783,85541,122591,120427,116810,108023,98250,97708,90801
2689:114299,85678,59661,28213,15087,85739,72631,70916,68176,56669
2693:118736,3419,122548,122453,122070,121357,121265,120896,120856,120808
2708:121692,120592,119997,118810,117786,117046,116671,115048,114299,113616
2709:123185,122558,120107,112228,96976,95671,80717,71472,59359,48917
2713:115946,114298,113462,105348,80399,77478,63472,57578,53748,45271
2715:15007,118525,110552,108706,107461,99502,98972,97487,80157,74050
2716:123260,122961,122246,119689,118864,118672,116835,116222,115880,111781
2727:115458,114617,109495,103226,102670,99666,96525,95380,92789,89474
2730:121258,116027,107577,102347,98357,93200,88244,87636,78398,76361
2731:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
2734:123315,122656,121749,121561,120560,120554,120085,119683,117610,116239
2735:115920,115907,107490,102221,88843,77888,52568,51540,50338,49196
2737:123315,123207,123145,123126,123065,123049,123001,122924,122893,122885
2745:107577,122338,121331,120446,119825,119173,118400,117844,117339,116663
2746:122107,119767,115459,102909,98076,89639,89603,76247,51132,38854
2748:123185,122986,122558,120107,113729,113462,112228,107096,105348,96976
2756:121331,119173,118400,116663,116340,114781,113827,113320,112525,108219
2760:121331,119173,118400,116663,116340,114781,113827,113320,112525,111848
